FAD-0045.mpi40.out:Total Dipole Moment    :      0.04692       0.11879       0.00069
FAD-0046.mpi40.out:Total Dipole Moment    :     -0.02690       0.00662       0.01445
FAD-0047.mpi40.out:Total Dipole Moment    :      0.04166      -0.01224      -0.01745
FAD-0048.mpi40.out:Total Dipole Moment    :     -0.00141      -0.02417       0.04368
FAD-0049.mpi40.out:Total Dipole Moment    :      0.03809       0.02207       0.01497
FAD-0050.mpi40.out:Total Dipole Moment    :      0.08212      -0.01055       0.03902
FAD-0051.mpi40.out:Total Dipole Moment    :     -0.05423      -0.01434       0.08102
FAD-0052.mpi40.out:Total Dipole Moment    :     -0.00545      -0.01793       0.01478
FAD-0053.mpi40.out:Total Dipole Moment    :      0.02186       0.01363      -0.05216
FAD-0054.mpi40.out:Total Dipole Moment    :     -0.02610       0.00619       0.04804
FAD-0055.mpi40.out:Total Dipole Moment    :      0.02761       0.00140      -0.05722
FAD-0056.mpi40.out:Total Dipole Moment    :      0.05822      -0.02708      -0.00528
FAD-0057.mpi40.out:Total Dipole Moment    :      0.02992      -0.04431       0.11372
FAD-0058.mpi40.out:Total Dipole Moment    :     -0.04986      -0.04678      -0.02516
FAD-0059.mpi40.out:Total Dipole Moment    :     -0.16355      -0.00778      -0.03642
FAD-0060.mpi40.out:Total Dipole Moment    :     -0.04060      -0.05549      -0.00596
FAD-0061.mpi40.out:Total Dipole Moment    :     -0.07294      -0.03869       0.00835
FAD-0062.mpi40.out:Total Dipole Moment    :      0.00510      -0.01746       0.02801
FAD-0063.mpi40.out:Total Dipole Moment    :      0.01790      -0.00974      -0.06134
FAD-0064.mpi40.out:Total Dipole Moment    :      0.05138       0.00484      -0.02834
FAD-0065.mpi40.out:Total Dipole Moment    :     -0.00532      -0.04266       0.07459
FAD-0066.mpi40.out:Total Dipole Moment    :      0.07160      -0.02721       0.01192
FAD-0067.mpi40.out:Total Dipole Moment    :     -0.03644       0.04820      -0.12320
FAD-0068.mpi40.out:Total Dipole Moment    :     -0.02071       0.01886       0.01311
FAD-0069.mpi40.out:Total Dipole Moment    :      0.00090       0.01320      -0.03348
FAD-0070.mpi40.out:Total Dipole Moment    :      0.02368      -0.01522      -0.00255
FAD-0071.mpi40.out:Total Dipole Moment    :      0.03738       0.06102       0.00284
FAD-0072.mpi40.out:Total Dipole Moment    :     -0.01510      -0.02166      -0.02671
FAD-0073.mpi40.out:Total Dipole Moment    :     -0.00699       0.04107      -0.04223
FAD-0074.mpi40.out:Total Dipole Moment    :     -0.01906      -0.03017      -0.03517
FAD-0075.mpi40.out:Total Dipole Moment    :     -0.06333      -0.01167       0.03866
FAD-0076.mpi40.out:Total Dipole Moment    :      0.01290       0.00385       0.10865
FAD-0077.mpi40.out:Total Dipole Moment    :     -0.06158      -0.06689       0.03059
FAD-0078.mpi40.out:Total Dipole Moment    :      0.02842      -0.02153      -0.05699
FAD-0079.mpi40.out:Total Dipole Moment    :     -0.02422      -0.00242       0.09579
FAD-0080.mpi40.out:Total Dipole Moment    :     -0.03796      -0.00421      -0.06759
FAD-0081.mpi40.out:Total Dipole Moment    :     -0.09732      -0.02363       0.01632
FAD-0082.mpi40.out:Total Dipole Moment    :     -0.01171      -0.02127      -0.01619
FAD-0083.mpi40.out:Total Dipole Moment    :      0.01933      -0.02671       0.13304
FAD-0084.mpi40.out:Total Dipole Moment    :      0.03098      -0.06687      -0.10992
FAD-0085.mpi40.out:Total Dipole Moment    :     -0.04534      -0.01134       0.03813
FAD-0086.mpi40.out:Total Dipole Moment    :      0.06724      -0.06690      -0.07788
FAD-0087.mpi40.out:Total Dipole Moment    :      0.06986       0.04746       0.06163
FAD-0088.mpi40.out:Total Dipole Moment    :     -0.05064      -0.00007       0.06731
FAD-0089.mpi40.out:Total Dipole Moment    :      0.06107       0.01882      -0.05411
FAD-0090.mpi40.out:Total Dipole Moment    :     -0.01163       0.02038      -0.04297
FAD-0091.mpi40.out:Total Dipole Moment    :     -0.02112       0.01636       0.01940
FAD-0092.mpi40.out:Total Dipole Moment    :     -0.05225      -0.04233      -0.05199
FAD-0093.mpi40.out:Total Dipole Moment    :     -0.01487       0.00208       0.06337
FAD-0094.mpi40.out:Total Dipole Moment    :     -0.03020      -0.01551       0.08403
FAD-0095.mpi40.out:Total Dipole Moment    :      0.07207      -0.01964      -0.10652
FAD-0096.mpi40.out:Total Dipole Moment    :      0.05436      -0.00330      -0.02567
FAD-0097.mpi40.out:Total Dipole Moment    :      0.02651       0.01726       0.03518
FAD-0098.mpi40.out:Total Dipole Moment    :      0.18143      -0.01713       0.01567
FAD-0099.mpi40.out:Total Dipole Moment    :      0.02956      -0.04896      -0.16153
FAD-0100.mpi40.out:Total Dipole Moment    :     -0.14089      -0.05272      -0.03642
FAD-0101.mpi40.out:Total Dipole Moment    :      0.03148      -0.01802      -0.05429
FAD-0102.mpi40.out:Total Dipole Moment    :     -0.04186       0.07863      -0.00463
FAD-0103.mpi40.out:Total Dipole Moment    :      0.03095      -0.02321      -0.06171
FAD-0104.mpi40.out:Total Dipole Moment    :      0.09870       0.05156       0.05521
FAD-0105.mpi40.out:Total Dipole Moment    :     -0.09334      -0.03754      -0.01733
FAD-0106.mpi40.out:Total Dipole Moment    :      0.06035      -0.03879      -0.08594
FAD-0107.mpi40.out:Total Dipole Moment    :     -0.08174      -0.07504       0.02977
FAD-0108.mpi40.out:Total Dipole Moment    :      0.03274      -0.05668      -0.02245
FAD-0109.mpi40.out:Total Dipole Moment    :     -0.04565      -0.09454      -0.12245
FAD-0110.mpi40.out:Total Dipole Moment    :      0.00696      -0.09231      -0.02936
FAD-0111.mpi40.out:Total Dipole Moment    :      0.07359       0.00698      -0.08428
FAD-0112.mpi40.out:Total Dipole Moment    :      0.02324       0.00907      -0.10657
FAD-0113.mpi40.out:Total Dipole Moment    :     -0.05721       0.05554       0.09180
FAD-0114.mpi40.out:Total Dipole Moment    :      0.01249       0.06436       0.00398
FAD-0115.mpi40.out:Total Dipole Moment    :      0.01943      -0.00472      -0.15504
FAD-0116.mpi40.out:Total Dipole Moment    :     -0.03482       0.06034       0.00275
FAD-0117.mpi40.out:Total Dipole Moment    :      0.06378      -0.00874       0.08097
FAD-0118.mpi40.out:Total Dipole Moment    :     -0.00842       0.09205      -0.10925
FAD-0119.mpi40.out:Total Dipole Moment    :      0.03781      -0.08186      -0.11368
FAD-0120.mpi40.out:Total Dipole Moment    :      0.05496      -0.00423       0.01610
FAD-0121.mpi40.out:Total Dipole Moment    :      0.06531       0.01172       0.00415
FAD-0122.mpi40.out:Total Dipole Moment    :     -0.00139      -0.09651      -0.14984
FAD-0123.mpi40.out:Total Dipole Moment    :      0.00867      -0.02375       0.02143
FAD-0124.mpi40.out:Total Dipole Moment    :     -0.00115      -0.02601      -0.03553
FAD-0125.mpi40.out:Total Dipole Moment    :     -0.08171      -0.00140       0.04321
FAD-0126.mpi40.out:Total Dipole Moment    :      0.05234       0.01313      -0.16211
FAD-0127.mpi40.out:Total Dipole Moment    :     -0.00858      -0.05367      -0.03309
FAD-0128.mpi40.out:Total Dipole Moment    :      0.07571       0.04043       0.07321
FAD-0129.mpi40.out:Total Dipole Moment    :      0.05863      -0.05715       0.00870
FAD-0130.mpi40.out:Total Dipole Moment    :      0.00052      -0.01324      -0.03615
FAD-0131.mpi40.out:Total Dipole Moment    :     -0.01982      -0.02325      -0.07946
FAD-0132.mpi40.out:Total Dipole Moment    :     -0.05160      -0.01171      -0.07826
FAD-0133.mpi40.out:Total Dipole Moment    :      0.03760      -0.00406       0.02490
FAD-0134.mpi40.out:Total Dipole Moment    :     -0.07724       0.05891      -0.09497
FAD-0135.mpi40.out:Total Dipole Moment    :     -0.05333       0.00089       0.05697
FAD-0136.mpi40.out:Total Dipole Moment    :      0.01258      -0.00131      -0.05253
FAD-0137.mpi40.out:Total Dipole Moment    :      0.10958      -0.00538      -0.01837
FAD-0138.mpi40.out:Total Dipole Moment    :      0.12680       0.07612       0.01378
FAD-0139.mpi40.out:Total Dipole Moment    :     -0.05933       0.02078       0.03561
FAD-0140.mpi40.out:Total Dipole Moment    :     -0.09681      -0.01628       0.01466
FAD-0141.mpi40.out:Total Dipole Moment    :     -0.01572       0.02447       0.05422
FAD-0142.mpi40.out:Total Dipole Moment    :     -0.05802      -0.01463      -0.10784
FAD-0143.mpi40.out:Total Dipole Moment    :      0.00642      -0.01194      -0.09804
FAD-0144.mpi40.out:Total Dipole Moment    :     -0.02769      -0.04351       0.03385
FAD-0145.mpi40.out:Total Dipole Moment    :     -0.00346      -0.07305      -0.01447
FAD-0146.mpi40.out:Total Dipole Moment    :      0.05953       0.02148      -0.05516
FAD-0147.mpi40.out:Total Dipole Moment    :     -0.01730       0.01836       0.02190
FAD-0148.mpi40.out:Total Dipole Moment    :     -0.06372       0.01508       0.13090
FAD-0149.mpi40.out:Total Dipole Moment    :      0.08090       0.05148      -0.08718
FAD-0150.mpi40.out:Total Dipole Moment    :     -0.01136      -0.03003      -0.11648
FAD-0151.mpi40.out:Total Dipole Moment    :      0.00742      -0.01896      -0.03736
FAD-0152.mpi40.out:Total Dipole Moment    :     -0.00334       0.04382      -0.03614
FAD-0153.mpi40.out:Total Dipole Moment    :      0.04408      -0.04678      -0.00697
FAD-0154.mpi40.out:Total Dipole Moment    :     -0.05802      -0.07680      -0.07283
FAD-0155.mpi40.out:Total Dipole Moment    :     -0.02250       0.07093       0.01630
FAD-0156.mpi40.out:Total Dipole Moment    :     -0.00201       0.01921      -0.15623
FAD-0157.mpi40.out:Total Dipole Moment    :      0.10695       0.05682      -0.01489
FAD-0158.mpi40.out:Total Dipole Moment    :      0.00555       0.01329      -0.03451
FAD-0159.mpi40.out:Total Dipole Moment    :     -0.01670      -0.02023       0.01441
FAD-0160.mpi40.out:Total Dipole Moment    :      0.00974      -0.02193      -0.07554
FAD-0161.mpi40.out:Total Dipole Moment    :      0.00450      -0.09022      -0.04585
FAD-0162.mpi40.out:Total Dipole Moment    :     -0.00852       0.01204      -0.03308
FAD-0163.mpi40.out:Total Dipole Moment    :     -0.00588       0.03051       0.00212
FAD-0164.mpi40.out:Total Dipole Moment    :      0.04043      -0.01169       0.04644
FAD-0165.mpi40.out:Total Dipole Moment    :     -0.03011      -0.00922      -0.03768
FAD-0166.mpi40.out:Total Dipole Moment    :      0.00691      -0.00561      -0.02064
FAD-0167.mpi40.out:Total Dipole Moment    :     -0.07852      -0.01834       0.03186
FAD-0168.mpi40.out:Total Dipole Moment    :     -0.05903      -0.02167       0.02728
FAD-0169.mpi40.out:Total Dipole Moment    :      0.02184      -0.00224       0.10801
FAD-0170.mpi40.out:Total Dipole Moment    :      0.04003       0.02656       0.04174
FAD-0171.mpi40.out:Total Dipole Moment    :     -0.05676       0.04121       0.00120
FAD-0172.mpi40.out:Total Dipole Moment    :      0.01653      -0.03731       0.01880
FAD-0173.mpi40.out:Total Dipole Moment    :     -0.02864       0.00626       0.04356
FAD-0174.mpi40.out:Total Dipole Moment    :     -0.04548      -0.02815       0.03099
FAD-0175.mpi40.out:Total Dipole Moment    :     -0.05544      -0.04874       0.08185
FAD-0176.mpi40.out:Total Dipole Moment    :     -0.00665      -0.00893       0.00106
FAD-0177.mpi40.out:Total Dipole Moment    :     -0.02752       0.00213       0.06834
FAD-0178.mpi40.out:Total Dipole Moment    :     -0.03132      -0.00310       0.13685
FAD-0179.mpi40.out:Total Dipole Moment    :     -0.00228      -0.03373      -0.03427
FAD-0180.mpi40.out:Total Dipole Moment    :     -0.04543       0.01945      -0.03918
FAD-0181.mpi40.out:Total Dipole Moment    :      0.02634       0.05804       0.02443
FAD-0182.mpi40.out:Total Dipole Moment    :      0.02744      -0.02279      -0.02543
FAD-0183.mpi40.out:Total Dipole Moment    :     -0.05108      -0.12916       0.03236
FAD-0184.mpi40.out:Total Dipole Moment    :     -0.03677      -0.04976      -0.07097
FAD-0185.mpi40.out:Total Dipole Moment    :      0.06097      -0.04328      -0.03261
FAD-0186.mpi40.out:Total Dipole Moment    :     -0.07048      -0.00065       0.13033
FAD-0187.mpi40.out:Total Dipole Moment    :     -0.17665      -0.03609      -0.02020
FAD-0188.mpi40.out:Total Dipole Moment    :      0.01036      -0.01251       0.08315
FAD-0189.mpi40.out:Total Dipole Moment    :      0.00066      -0.08737      -0.04625
FAD-0190.mpi40.out:Total Dipole Moment    :      0.05933      -0.00627       0.03273
FAD-0191.mpi40.out:Total Dipole Moment    :     -0.04043       0.01564      -0.02177
FAD-0192.mpi40.out:Total Dipole Moment    :     -0.00310      -0.02015      -0.06541
FAD-0193.mpi40.out:Total Dipole Moment    :      0.00747       0.01709      -0.11651
FAD-0194.mpi40.out:Total Dipole Moment    :      0.06591      -0.08263       0.03393
FAD-0195.mpi40.out:Total Dipole Moment    :     -0.08739       0.04170      -0.03567
FAD-0196.mpi40.out:Total Dipole Moment    :      0.01674       0.05566      -0.04131
FAD-0197.mpi40.out:Total Dipole Moment    :     -0.08642      -0.01824      -0.00379
FAD-0198.mpi40.out:Total Dipole Moment    :      0.00559       0.05607       0.13046
FAD-0199.mpi40.out:Total Dipole Moment    :      0.02766      -0.02821       0.00424
FAD-0200.mpi40.out:Total Dipole Moment    :      0.08874      -0.05539      -0.02165
FAD-0201.mpi40.out:Total Dipole Moment    :      0.05034      -0.02044      -0.06623
FAD-0202.mpi40.out:Total Dipole Moment    :     -0.03422       0.05071       0.10845
FAD-0203.mpi40.out:Total Dipole Moment    :     -0.03517      -0.04571      -0.00048
FAD-0204.mpi40.out:Total Dipole Moment    :      0.03158      -0.01612       0.01525
FAD-0205.mpi40.out:Total Dipole Moment    :      0.03434      -0.01448       0.01823
FAD-0206.mpi40.out:Total Dipole Moment    :     -0.03627      -0.03681      -0.04959
FAD-0207.mpi40.out:Total Dipole Moment    :     -0.01130       0.05398       0.09295
FAD-0208.mpi40.out:Total Dipole Moment    :     -0.03101      -0.05335       0.03231
FAD-0209.mpi40.out:Total Dipole Moment    :     -0.02892      -0.00423       0.13911
FAD-0210.mpi40.out:Total Dipole Moment    :      0.05634       0.06072       0.02450
FAD-0211.mpi40.out:Total Dipole Moment    :      0.05951       0.01020      -0.00381
FAD-0212.mpi40.out:Total Dipole Moment    :      0.05169       0.02425       0.02702
FAD-0213.mpi40.out:Total Dipole Moment    :      0.07331       0.00121      -0.02315
FAD-0214.mpi40.out:Total Dipole Moment    :      0.03199      -0.08028      -0.11015
FAD-0215.mpi40.out:Total Dipole Moment    :     -0.00216      -0.02926       0.04576
FAD-0216.mpi40.out:Total Dipole Moment    :     -0.06590       0.01035       0.01971
FAD-0217.mpi40.out:Total Dipole Moment    :      0.03924       0.09296       0.03685
FAD-0218.mpi40.out:Total Dipole Moment    :     -0.00216      -0.00527       0.12134
FAD-0219.mpi40.out:Total Dipole Moment    :     -0.05442       0.01843       0.01476
FAD-0220.mpi40.out:Total Dipole Moment    :      0.05520      -0.01977       0.00332
FAD-0221.mpi40.out:Total Dipole Moment    :     -0.06259       0.07945       0.00686
FAD-0222.mpi40.out:Total Dipole Moment    :     -0.02541      -0.03252      -0.07344
FAD-0223.mpi40.out:Total Dipole Moment    :      0.04852      -0.02311       0.01339
FAD-0224.mpi40.out:Total Dipole Moment    :     -0.04947      -0.09345      -0.12551
FAD-0225.mpi40.out:Total Dipole Moment    :     -0.01212       0.02921      -0.03180
FAD-0226.mpi40.out:Total Dipole Moment    :     -0.11227      -0.08422      -0.00624
FAD-0227.mpi40.out:Total Dipole Moment    :      0.03834      -0.04231      -0.00204
FAD-0228.mpi40.out:Total Dipole Moment    :     -0.05465       0.01117       0.11917
FAD-0229.mpi40.out:Total Dipole Moment    :      0.08614      -0.01264      -0.01238
FAD-0230.mpi40.out:Total Dipole Moment    :     -0.02316      -0.06514       0.08518
FAD-0231.mpi40.out:Total Dipole Moment    :      0.00284       0.00040       0.14559
FAD-0232.mpi40.out:Total Dipole Moment    :      0.08918       0.00757       0.01735
FAD-0233.mpi40.out:Total Dipole Moment    :      0.04087      -0.07328      -0.16181
FAD-0234.mpi40.out:Total Dipole Moment    :     -0.09419       0.05042       0.04795
FAD-0235.mpi40.out:Total Dipole Moment    :      0.08777      -0.00279      -0.08859
FAD-0236.mpi40.out:Total Dipole Moment    :     -0.04142      -0.03791       0.03331
FAD-0237.mpi40.out:Total Dipole Moment    :      0.06810      -0.01086      -0.00697
FAD-0238.mpi40.out:Total Dipole Moment    :      0.03560       0.05903      -0.08063
FAD-0239.mpi40.out:Total Dipole Moment    :     -0.08700       0.00979       0.01167
FAD-0240.mpi40.out:Total Dipole Moment    :     -0.10696      -0.08328      -0.00473
FAD-0241.mpi40.out:Total Dipole Moment    :      0.12279       0.07260       0.01535
FAD-0242.mpi40.out:Total Dipole Moment    :     -0.01017      -0.02233       0.03290
FAD-0243.mpi40.out:Total Dipole Moment    :      0.01560      -0.00031      -0.11822
FAD-0244.mpi40.out:Total Dipole Moment    :      0.03400      -0.01092       0.00151
FAD-0245.mpi40.out:Total Dipole Moment    :     -0.04030      -0.03990       0.05401
FAD-0246.mpi40.out:Total Dipole Moment    :      0.07717      -0.03797      -0.08009
FAD-0247.mpi40.out:Total Dipole Moment    :     -0.07519      -0.01577      -0.01708
FAD-0248.mpi40.out:Total Dipole Moment    :      0.04087      -0.02617      -0.05969
FAD-0249.mpi40.out:Total Dipole Moment    :      0.03353       0.00752       0.00487
FAD-0250.mpi40.out:Total Dipole Moment    :     -0.06806      -0.02296       0.00124
FAD-0251.mpi40.out:Total Dipole Moment    :      0.02444      -0.01357      -0.03414
FAD-0252.mpi40.out:Total Dipole Moment    :     -0.02260      -0.01575      -0.06231
FAD-0253.mpi40.out:Total Dipole Moment    :     -0.11348      -0.01149      -0.00129
FAD-0254.mpi40.out:Total Dipole Moment    :     -0.00775      -0.01594       0.00418
FAD-0255.mpi40.out:Total Dipole Moment    :      0.02218       0.02061      -0.03531
FAD-0256.mpi40.out:Total Dipole Moment    :      0.02630      -0.05163       0.05237
FAD-0257.mpi40.out:Total Dipole Moment    :     -0.04515      -0.02881       0.01873
FAD-0258.mpi40.out:Total Dipole Moment    :      0.06833       0.02165      -0.05470
FAD-0259.mpi40.out:Total Dipole Moment    :     -0.07066       0.02202       0.02303
FAD-0260.mpi40.out:Total Dipole Moment    :      0.08124       0.04185       0.03805
FAD-0261.mpi40.out:Total Dipole Moment    :     -0.08701      -0.11341       0.03522
FAD-0262.mpi40.out:Total Dipole Moment    :      0.01777       0.04027       0.06067
FAD-0263.mpi40.out:Total Dipole Moment    :     -0.08127      -0.03402       0.06629
FAD-0264.mpi40.out:Total Dipole Moment    :     -0.04353      -0.00373      -0.10271
FAD-0265.mpi40.out:Total Dipole Moment    :      0.08348       0.05973      -0.01945
FAD-0266.mpi40.out:Total Dipole Moment    :      0.06894      -0.03836       0.00677
FAD-0267.mpi40.out:Total Dipole Moment    :     -0.00153      -0.01618      -0.08100
FAD-0268.mpi40.out:Total Dipole Moment    :     -0.10265       0.02888      -0.01734
FAD-0269.mpi40.out:Total Dipole Moment    :      0.04913       0.04435      -0.11866
FAD-0270.mpi40.out:Total Dipole Moment    :     -0.05149       0.01801      -0.04668
FAD-0271.mpi40.out:Total Dipole Moment    :     -0.03060       0.00082      -0.11418
FAD-0272.mpi40.out:Total Dipole Moment    :     -0.06361      -0.02003       0.01079
FAD-0273.mpi40.out:Total Dipole Moment    :     -0.02881      -0.00088       0.13358
FAD-0274.mpi40.out:Total Dipole Moment    :     -0.08609       0.00506      -0.06635
FAD-0275.mpi40.out:Total Dipole Moment    :     -0.04437       0.01749      -0.10344
FAD-0276.mpi40.out:Total Dipole Moment    :      0.02420      -0.01402       0.01372
FAD-0277.mpi40.out:Total Dipole Moment    :      0.16624       0.05959       0.00933
FAD-0278.mpi40.out:Total Dipole Moment    :     -0.04633      -0.01868      -0.04739
FAD-0279.mpi40.out:Total Dipole Moment    :      0.04850      -0.05894      -0.06259
FAD-0280.mpi40.out:Total Dipole Moment    :     -0.07662       0.04536       0.08931
FAD-0281.mpi40.out:Total Dipole Moment    :     -0.09395      -0.03843       0.08031
FAD-0282.mpi40.out:Total Dipole Moment    :     -0.00309       0.04925      -0.09214
FAD-0283.mpi40.out:Total Dipole Moment    :      0.02815       0.04028       0.02647
FAD-0284.mpi40.out:Total Dipole Moment    :     -0.07201      -0.10141      -0.01454
FAD-0285.mpi40.out:Total Dipole Moment    :     -0.03711       0.09682       0.01841
FAD-0286.mpi40.out:Total Dipole Moment    :     -0.19144       0.00620      -0.02116
FAD-0287.mpi40.out:Total Dipole Moment    :      0.03966      -0.08484      -0.11579
FAD-0288.mpi40.out:Total Dipole Moment    :      0.03898      -0.00035      -0.00883
FAD-0289.mpi40.out:Total Dipole Moment    :      0.01133       0.00829       0.03595
FAD-0290.mpi40.out:Total Dipole Moment    :      0.08184      -0.00566      -0.00734
FAD-0291.mpi40.out:Total Dipole Moment    :     -0.00664      -0.05681       0.07741
FAD-0292.mpi40.out:Total Dipole Moment    :     -0.03734       0.05716      -0.07637
FAD-0293.mpi40.out:Total Dipole Moment    :     -0.03554      -0.01488       0.08405
FAD-0294.mpi40.out:Total Dipole Moment    :      0.06301      -0.01219      -0.10244
FAD-0295.mpi40.out:Total Dipole Moment    :      0.03563       0.03529      -0.04225
FAD-0296.mpi40.out:Total Dipole Moment    :      0.03062       0.04774       0.00594
FAD-0297.mpi40.out:Total Dipole Moment    :      0.03300      -0.07813      -0.03775
FAD-0298.mpi40.out:Total Dipole Moment    :     -0.01158      -0.00236       0.13731
FAD-0299.mpi40.out:Total Dipole Moment    :     -0.01249       0.03612       0.09486
FAD-0300.mpi40.out:Total Dipole Moment    :     -0.10091       0.00666       0.03047
FAD-0301.mpi40.out:Total Dipole Moment    :      0.09303       0.07773      -0.01836
FAD-0302.mpi40.out:Total Dipole Moment    :     -0.09632      -0.04644       0.02720
FAD-0303.mpi40.out:Total Dipole Moment    :     -0.00459      -0.03699      -0.09620
FAD-0304.mpi40.out:Total Dipole Moment    :      0.05082       0.03939      -0.02932
FAD-0305.mpi40.out:Total Dipole Moment    :      0.00422      -0.10399       0.06085
FAD-0306.mpi40.out:Total Dipole Moment    :      0.08718      -0.01302      -0.05945
FAD-0307.mpi40.out:Total Dipole Moment    :      0.03473       0.00919      -0.01071
FAD-0308.mpi40.out:Total Dipole Moment    :     -0.14844      -0.03688       0.07711
FAD-0309.mpi40.out:Total Dipole Moment    :      0.03135      -0.00231      -0.00973
FAD-0310.mpi40.out:Total Dipole Moment    :     -0.08815       0.05884      -0.06007
FAD-0311.mpi40.out:Total Dipole Moment    :      0.05238       0.01195       0.10955
FAD-0312.mpi40.out:Total Dipole Moment    :      0.06165      -0.00001       0.08402
FAD-0313.mpi40.out:Total Dipole Moment    :      0.00785       0.05333       0.07150
FAD-0314.mpi40.out:Total Dipole Moment    :      0.01547       0.02714       0.10336
FAD-0315.mpi40.out:Total Dipole Moment    :     -0.02773       0.00147       0.07165
FAD-0316.mpi40.out:Total Dipole Moment    :     -0.04325      -0.05637       0.01372
FAD-0317.mpi40.out:Total Dipole Moment    :     -0.03609      -0.03894       0.10579
FAD-0318.mpi40.out:Total Dipole Moment    :     -0.06865       0.07953      -0.13798
FAD-0319.mpi40.out:Total Dipole Moment    :     -0.05702      -0.01311       0.00985
FAD-0320.mpi40.out:Total Dipole Moment    :     -0.00517      -0.01717      -0.10763
FAD-0321.mpi40.out:Total Dipole Moment    :      0.00832      -0.02819      -0.14320
FAD-0322.mpi40.out:Total Dipole Moment    :     -0.00551       0.00194       0.02819
FAD-0323.mpi40.out:Total Dipole Moment    :      0.01862       0.04750       0.00509
FAD-0324.mpi40.out:Total Dipole Moment    :     -0.00577       0.00556       0.14715
FAD-0325.mpi40.out:Total Dipole Moment    :     -0.01837       0.00602       0.14511
FAD-0326.mpi40.out:Total Dipole Moment    :     -0.00724       0.02504      -0.07804
FAD-0327.mpi40.out:Total Dipole Moment    :     -0.01794       0.01183       0.02642
FAD-0328.mpi40.out:Total Dipole Moment    :      0.03932       0.04723      -0.04885
